"_id",Location,window.start,window.end,l.0.sensor,l.0.value,l.1.sensor,l.1.value,l.2.sensor,l.2.value,l.3.sensor,l.3.value,l.4.sensor,l.4.value,l.5.sensor,l.5.value,l.6.sensor,l.6.value,l.7.sensor,l.7.value,l.8.sensor,l.8.value,l.9.sensor,l.9.value,l.10.sensor,l.10.value,l.11.sensor,l.11.value,l.12.sensor,l.12.value,l.13.sensor,l.13.value,l.14.sensor,l.14.value,l.15.sensor,l.15.value,l.16.sensor,l.16.value,l.17.sensor,l.17.value,l.18.sensor,l.18.value,l.19.sensor,l.19.value,l.20.sensor,l.20.value,l.21.sensor,l.21.value,l.22.sensor,l.22.value,l.23.sensor,l.23.value,l.24.sensor,l.24.value,l.25.sensor,l.25.value,l.26.sensor,l.26.value,l.27.sensor,l.27.value,l.28.sensor,l.28.value,l.29.sensor,l.29.value,l.30.sensor,l.30.value,l.31.sensor,l.31.value,l.32.sensor,l.32.value,l.33.sensor,l.33.value,l.34.sensor,l.34.value,l.35.sensor,l.35.value,l.36.sensor,l.36.value,l.37.sensor,l.37.value,l.38.sensor,l.38.value,l.39.sensor,l.39.value,l.40.sensor,l.40.value,l.41.sensor,l.41.value,l.42.sensor,l.42.value,l.43.sensor,l.43.value,l.44.sensor,l.44.value,l.45.sensor,l.45.value,l.46.sensor,l.46.value,l.47.sensor,l.47.value,l.48.sensor,l.48.value,l.49.sensor,l.49.value,l.50.sensor,l.50.value,l.51.sensor,l.51.value,l.52.sensor,l.52.value,l.53.sensor,l.53.value,l.54.sensor,l.54.value,l.55.sensor,l.55.value,l.56.sensor,l.56.value,l.57.sensor,l.57.value,l.58.sensor,l.58.value,l.59.sensor,l.59.value,l.60.sensor,l.60.value,l.61.sensor,l.61.value,l.62.sensor,l.62.value,l.63.sensor,l.63.value,l.64.sensor,l.64.value,l.65.sensor,l.65.value,l.66.sensor,l.66.value,VW30cm,VW60cm,VW90cm,VW120cm,VW150cm,T30cm,T60cm,T90cm,T120cm,T150cm,Date,Time,DMN.BR09,DMN.BR08,DMN.BR07,DMN.BR06,DMN.BR05,DMN.BR04,DMN.BR03,DMN.BR02,DMN.BR13,DMN.BR01,DMN.BR12,DMN.BR11,DMN.BR10,DMN.Accuracy,DMN.DUD,DMN.DQA,DMN.Completeness,DMN.runTime
61d05bd8bf56362b3e90d4d1,CAF04,2022-01-01T13:48:00.000Z,2022-01-01T13:48:30.000Z,VW150cm,0.19,T120cm,34.05,T150cm,33.79,VW120cm,0.69,T30cm,17.77,VW90cm,0.28,T120cm,37.63,VW150cm,0.3,T90cm,1.86,T60cm,5.8,VW150cm,0.86,VW120cm,0.64,T120cm,7.73,VW60cm,0.68,T60cm,33.04,VW120cm,,T30cm,46.66,VW150cm,0.18,T90cm,16.15,VW30cm,0.84,T60cm,49.61,T150cm,20.18,T90cm,24.19,T30cm,35.63,VW150cm,0.81,T30cm,30.52,T120cm,14.62,VW120cm,0.44,T60cm,26.98,T90cm,12.85,VW150cm,0.76,VW30cm,0.85,VW30cm,0.54,VW120cm,0.51,VW60cm,0.04,VW30cm,0.1,VW60cm,0.98,VW90cm,0.9,VW60cm,0.16,T120cm,9.03,T90cm,19.11,T120cm,9.8,VW90cm,0.05,VW30cm,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.628,0.465,0.4100000000000001,,0.5166666666666666,32.645,28.857499999999998,14.831999999999999,18.810000000000002,26.985,01/01/2022,14:48:00,realistic,2,2,2,2,2,true,true,realistic,true,unrealistic,realistic,realistic,60,use,enough quality,5,1
61d05bdabf56362b3e90d4d2,CAF01,2022-01-01T13:48:30.000Z,2022-01-01T13:49:00.000Z,T60cm,3.01,VW90cm,0.24,T60cm,36.96,T120cm,34.66,VW120cm,0.82,T90cm,1.67,VW120cm,,VW150cm,0.85,T150cm,34.81,T60cm,24.94,T120cm,0.4,T30cm,14.29,T60cm,0.71,VW90cm,0.02,VW150cm,0.89,T30cm,33.33,T120cm,40.38,T150cm,44.24,VW30cm,0.44,VW90cm,0.24,VW30cm,0.51,T120cm,38.74,VW150cm,0.12,T90cm,47.42,VW90cm,0.3,T60cm,25.79,T120cm,39.08,VW150cm,0.84,VW60cm,0.74,VW150cm,0.84,T30cm,12.42,VW30cm,0.59,VW30cm,0.35,VW150cm,0.62,T30cm,25.72,VW30cm,0.85,T60cm,21.57,VW90cm,0.18,T150cm,11.03,T30cm,19.03,VW60cm,0.55,VW120cm,,T120cm,35.47,T30cm,7.98,VW60cm,0.69,VW120cm,0.21,VW90cm,0.29,T90cm,48.75,T120cm,13.22,T90cm,20.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.548,0.66,0.21166666666666667,,0.6933333333333332,18.794999999999998,18.83,29.67,28.849999999999998,30.02666666666667,01/01/2022,14:48:30,realistic,2,2,2,2,2,true,true,realistic,true,unrealistic,realistic,realistic,60,use,enough quality,5,0
61d05be4bf56362b3e90d4d4,CAF03,2022-01-01T13:48:00.000Z,2022-01-01T13:48:30.000Z,VW120cm,0.71,T30cm,35.51,VW60cm,0.66,VW60cm,0.82,VW90cm,0.03,T90cm,27.85,VW30cm,0.58,VW30cm,0.49,T30cm,0.33,VW120cm,0.39,VW60cm,0.99,VW90cm,0.43,VW120cm,0.84,VW120cm,0.8,VW120cm,0.63,T60cm,35.06,VW120cm,0.63,T30cm,18.43,VW60cm,0.5,VW90cm,0.14,T30cm,46.14,VW120cm,0.24,T60cm,9.89,T150cm,32.66,VW120cm,0.41,T120cm,24.58,VW60cm,0.46,VW30cm,0.53,VW30cm,0.71,T30cm,6.31,T150cm,35.84,VW150cm,0.89,VW30cm,0.04,VW30cm,0.7,T30cm,21.33,T120cm,22.53,T30cm,38.33,T60cm,8.55,T60cm,32.33,T90cm,17.06,VW30cm,0.51,VW150cm,0.19,T60cm,26.8,VW150cm,0.6,T90cm,41.94,T30cm,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5085714285714286,0.6859999999999999,0.19999999999999998,0.58125,0.56,23.685,22.526,28.95,23.555,34.25,01/01/2022,14:48:00,realistic,2,2,2,2,2,true,true,realistic,true,realistic,realistic,realistic,80,use,suitable,5,0
61d05be5bf56362b3e90d4d5,CAF02,2022-01-01T13:48:30.000Z,2022-01-01T13:49:00.000Z,T30cm,35.92,T90cm,6.92,T60cm,48.15,T120cm,12.74,VW30cm,0.98,T120cm,16.27,VW60cm,0.55,T60cm,44.12,VW120cm,0.95,VW30cm,0.22,VW150cm,0.58,T30cm,45.84,T60cm,37.72,T60cm,30.81,T150cm,15.48,T120cm,33.08,T30cm,5.33,T90cm,9.38,T150cm,44.09,T150cm,30.95,T60cm,7.21,VW150cm,0.84,T30cm,30.15,T120cm,20.81,T30cm,33.94,VW90cm,0.6,VW60cm,0.98,T90cm,42.95,VW30cm,0.02,VW120cm,0.53,VW30cm,0.06,T60cm,12.83,VW150cm,0.03,VW60cm,0.25,VW60cm,0.73,T30cm,4.01,VW120cm,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.6275,0.6,0.7799999999999999,0.48333333333333334,25.865,30.140000000000004,19.75,20.724999999999998,30.173333333333336,01/01/2022,14:48:30,realistic,2,2,2,2,2,true,true,realistic,true,unusual,realistic,realistic,60,use,enough quality,5,0
61d05be7bf56362b3e90d4d6,N/A,2022-01-01T13:48:30.000Z,2022-01-01T13:49:00.000Z,VW60cm,0.66,T90cm,48.45,VW30cm,0.0,VW90cm,0.89,VW60cm,0.64,T60cm,42.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.65,0.89,,,,42.35,48.45,,,01/01/2022,14:48:30,unrealistic,0,0,2,2,2,true,true,unrealistic,true,unrealistic,unusual,realistic,20,do not use,bad quality,3,1
61d05be7bf56362b3e90d4d7,CAF01,2022-01-01T13:48:00.000Z,2022-01-01T13:48:30.000Z,VW90cm,0.77,T120cm,23.45,VW30cm,0.12,T150cm,49.87,T60cm,44.45,VW60cm,0.86,VW90cm,0.57,T150cm,30.05,VW30cm,0.36,T150cm,47.59,VW120cm,0.7,T60cm,11.18,T120cm,47.75,T30cm,13.44,T120cm,10.79,T60cm,13.75,VW60cm,,T60cm,14.85,VW30cm,0.28,T90cm,45.08,T150cm,23.14,T60cm,7.91,VW90cm,0.46,T30cm,10.92,T90cm,36.5,T120cm,20.2,T30cm,31.56,T120cm,20.69,VW30cm,0.13,T60cm,22.3,T30cm,21.12,T120cm,2.0,T30cm,44.13,VW150cm,0.05,T30cm,38.13,T150cm,41.72,T90cm,41.17,VW90cm,0.41,T30cm,12.88,VW60cm,0.16,T60cm,43.39,VW30cm,0.48,VW60cm,0.55,VW120cm,0.18,VW60cm,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.274,,0.5525,0.43999999999999995,0.05,24.59714285714286,22.547142857142855,40.916666666666664,20.813333333333336,38.474000000000004,01/01/2022,14:48:00,realistic,2,2,2,2,2,true,true,unrealistic,true,realistic,realistic,unrealistic,60,use,enough quality,5,0
61d05be8bf56362b3e90d4d8,CAF05,2022-01-01T13:48:00.000Z,2022-01-01T13:48:30.000Z,T90cm,15.98,VW60cm,0.77,VW120cm,0.66,T60cm,41.72,VW90cm,0.44,T30cm,20.37,T30cm,45.09,T90cm,27.36,T90cm,49.7,T120cm,1.72,VW150cm,0.26,T60cm,9.24,T60cm,45.31,VW60cm,0.77,VW90cm,0.84,T90cm,17.51,VW60cm,0.23,VW30cm,0.43,VW30cm,0.9,T150cm,33.32,T90cm,2.66,T60cm,7.08,T60cm,31.98,VW30cm,0.89,T120cm,33.04,VW30cm,0.68,VW30cm,0.76,VW90cm,0.06,T120cm,49.09,VW60cm,0.65,T30cm,16.1,T90cm,5.49,T120cm,28.78,VW60cm,0.93,T120cm,27.86,T60cm,33.81,T30cm,41.76,T90cm,20.0,T60cm,6.01,T60cm,32.16,VW60cm,0.76,T150cm,21.08,VW30cm,0.14,VW120cm,0.68,VW30cm,0.11,VW120cm,0.44,VW60cm,0.77,VW60cm,0.04,VW150cm,0.92,T150cm,13.47,VW150cm,0.11,VW120cm,0.34,T30cm,41.56,VW60cm,0.26,T90cm,1.73,T120cm,28.48,VW60cm,0.55,T30cm,23.39,,,,,,,,,,,,,,,,,,,0.5585714285714286,0.5730000000000001,0.4466666666666667,0.53,0.4300000000000001,31.37833333333333,25.91375,17.553749999999997,28.161666666666665,22.623333333333335,01/01/2022,14:48:00,realistic,2,2,2,2,2,true,true,realistic,true,realistic,realistic,realistic,80,use,suitable,5,0
61d05be9bf56362b3e90d4d9,CAF04,2022-01-01T13:48:30.000Z,2022-01-01T13:49:00.000Z,T120cm,10.96,VW150cm,0.44,VW30cm,0.7,VW120cm,0.77,VW90cm,0.25,VW60cm,0.06,VW150cm,0.03,T60cm,10.04,VW30cm,0.14,T30cm,43.7,T90cm,49.1,VW60cm,0.22,VW30cm,0.74,T30cm,11.89,VW30cm,0.9,VW90cm,0.53,VW60cm,0.18,VW150cm,0.56,VW120cm,0.35,VW30cm,0.62,VW60cm,0.22,VW120cm,0.28,VW60cm,0.12,VW30cm,0.08,VW120cm,0.35,T60cm,40.35,VW120cm,0.51,VW60cm,0.67,T120cm,17.35,VW30cm,0.33,VW120cm,0.91,T60cm,27.03,T60cm,38.44,T30cm,1.79,VW120cm,0.49,VW90cm,0.54,VW60cm,0.28,T120cm,9.57,T120cm,25.74,T30cm,41.85,VW150cm,0.55,T60cm,43.36,VW120cm,0.39,T90cm,32.68,VW60cm,0.06,T30cm,12.89,T150cm,33.59,T60cm,46.59,VW150cm,0.55,VW30cm,0.96,T30cm,49.15,VW30cm,0.32,VW120cm,0.91,VW60cm,0.79,T60cm,36.09,T120cm,17.8,,,,,,,,,,,,,,,,,,,,,,,0.5322222222222224,0.288888888888889,0.44,0.5511111111111111,0.426,26.878333333333334,34.55714285714286,40.89,16.284,33.59,01/01/2022,14:48:30,realistic,2,2,2,2,2,true,true,realistic,true,realistic,realistic,realistic,80,use,suitable,5,0
61d05becbf56362b3e90d4da,CAF05,2022-01-01T13:48:30.000Z,2022-01-01T13:49:00.000Z,VW30cm,0.59,VW60cm,0.28,T150cm,41.78,T120cm,40.52,T30cm,44.8,VW90cm,0.41,T60cm,36.95,VW30cm,0.25,T150cm,39.05,T150cm,39.14,T150cm,7.74,T30cm,24.95,VW90cm,0.51,VW60cm,,T120cm,15.16,T60cm,6.34,T90cm,27.14,T90cm,31.11,VW30cm,0.36,VW90cm,0.83,VW30cm,0.41,VW60cm,0.2,VW90cm,0.17,T30cm,9.5,T150cm,25.33,VW30cm,0.38,T120cm,45.15,T30cm,48.65,T90cm,10.48,T60cm,0.4,T60cm,32.16,T150cm,27.13,VW120cm,0.86,T90cm,6.27,T150cm,45.92,T90cm,38.87,VW60cm,0.33,VW120cm,0.53,T30cm,49.62,VW150cm,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39799999999999996,,0.48,0.6950000000000001,0.39,35.504000000000005,18.9625,22.774,33.61000000000001,32.29857142857143,01/01/2022,14:48:30,realistic,2,2,2,2,2,true,true,realistic,true,realistic,realistic,unrealistic,60,use,enough quality,5,0
61d05bf1bf56362b3e90d4db,CAF03,2022-01-01T13:48:30.000Z,2022-01-01T13:49:00.000Z,T120cm,28.52,VW60cm,0.83,VW150cm,0.48,T60cm,10.53,T90cm,36.54,VW30cm,0.28,T120cm,,T90cm,40.6,T90cm,3.55,T90cm,49.66,T30cm,37.25,VW90cm,0.81,VW30cm,0.12,VW30cm,0.11,VW120cm,,T120cm,30.0,VW60cm,0.73,T60cm,1.04,VW120cm,0.89,VW120cm,0.69,T60cm,36.14,T150cm,47.82,T30cm,,VW60cm,0.6,VW60cm,0.45,T90cm,22.52,VW120cm,0.99,VW30cm,0.75,T30cm,48.73,VW90cm,0.12,T90cm,41.87,T150cm,9.59,VW30cm,0.42,VW120cm,0.96,VW120cm,0.34,T60cm,10.95,T90cm,34.41,VW60cm,0.4,VW90cm,0.62,VW120cm,0.25,VW90cm,0.07,T90cm,42.25,VW90cm,0.92,VW60cm,0.81,T120cm,,VW30cm,0.95,T120cm,48.26,T150cm,35.31,T30cm,46.84,T30cm,23.15,VW90cm,0.67,VW30cm,0.66,T150cm,2.17,T120cm,26.45,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47000000000000003,0.6366666666666667,0.535,,0.48,,14.665,33.925,,23.7225,01/01/2022,14:48:30,unrealistic,2,0,2,2,2,true,true,realistic,true,unrealistic,realistic,realistic,40,do not use,bad quality,4,0
61d05bf2bf56362b3e90d4dc,N/A,2022-01-01T13:49:00.000Z,2022-01-01T13:49:30.000Z,VW30cm,0.42,T90cm,32.43,VW60cm,0.59,T120cm,19.17,VW90cm,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.59,0.15,,,,,32.43,19.17,,01/01/2022,14:49:00,unrealistic,0,2,2,2,2,true,true,unrealistic,true,unrealistic,realistic,unrealistic,20,do not use,bad quality,4,0
61d05bf8bf56362b3e90d4de,CAF03,2022-01-01T13:49:00.000Z,2022-01-01T13:49:30.000Z,T90cm,26.02,T120cm,31.04,T150cm,34.19,VW150cm,0.1,T120cm,31.35,VW90cm,0.8,VW30cm,0.7,VW30cm,0.16,VW120cm,0.63,T30cm,39.84,T120cm,6.3,VW150cm,0.44,T90cm,36.3,T30cm,40.01,VW30cm,0.92,T60cm,43.66,VW120cm,0.28,VW60cm,0.8,T120cm,33.79,VW150cm,0.21,VW120cm,0.12,VW90cm,0.88,T120cm,10.52,T90cm,19.98,VW150cm,0.08,T150cm,13.62,VW90cm,0.0,VW30cm,0.8,VW30cm,0.23,T90cm,14.88,VW60cm,0.53,T60cm,15.29,VW30cm,0.97,T90cm,13.02,T150cm,19.03,T90cm,43.3,VW150cm,0.2,VW30cm,0.95,T60cm,25.46,T30cm,42.59,T60cm,31.48,T150cm,33.76,VW90cm,0.52,VW150cm,0.09,T120cm,26.02,T120cm,18.64,T60cm,43.13,VW120cm,0.26,T30cm,42.99,T60cm,44.36,T30cm,39.03,T60cm,,T120cm,35.66,T60cm,21.34,VW120cm,0.38,T120cm,20.12,VW150cm,0.85,VW120cm,0.2,VW120cm,0.74,T90cm,21.62,VW150cm,0.11,VW60cm,0.56,T30cm,10.95,VW90cm,0.16,,,,,,,0.6757142857142858,0.63,0.4720000000000001,0.37285714285714283,0.26,35.901666666666664,,25.017142857142858,23.715555555555554,25.15,01/01/2022,14:49:00,realistic,2,2,2,2,2,true,true,realistic,true,realistic,realistic,unrealistic,60,use,enough quality,5,0
61d05bf9bf56362b3e90d4df,CAF05,2022-01-01T13:49:00.000Z,2022-01-01T13:49:30.000Z,T60cm,47.43,T90cm,2.16,T60cm,45.12,VW60cm,0.78,T120cm,27.45,VW150cm,0.19,T90cm,22.43,VW30cm,0.6,VW150cm,0.54,T30cm,8.66,T60cm,32.89,VW120cm,0.21,T120cm,1.33,T60cm,49.85,T120cm,42.26,VW60cm,0.02,T150cm,7.41,VW60cm,0.27,T120cm,34.69,T90cm,42.78,T30cm,14.24,VW150cm,0.33,T120cm,2.28,T90cm,9.87,VW60cm,0.31,VW120cm,0.14,VW150cm,0.25,VW120cm,0.64,T30cm,11.99,T150cm,15.56,VW30cm,0.9,T120cm,12.46,T150cm,11.61,VW30cm,0.65,VW60cm,0.82,VW60cm,0.85,VW90cm,0.48,T120cm,6.11,VW60cm,0.04,T30cm,14.85,VW30cm,0.04,T60cm,10.31,T30cm,25.12,T150cm,15.04,T120cm,21.71,VW60cm,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5475,0.40750000000000003,0.48,0.33,0.3275,14.972,37.12,19.310000000000002,18.53625,12.405,01/01/2022,14:49:00,realistic,2,2,2,2,2,true,true,realistic,true,realistic,realistic,realistic,80,use,suitable,5,1
61d05bfbbf56362b3e90d4e0,CAF01,2022-01-01T13:49:30.000Z,2022-01-01T13:50:00.000Z,T120cm,38.77,VW60cm,0.64,VW150cm,0.87,T120cm,,VW30cm,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.64,,,0.87,,,,,,01/01/2022,14:49:30,unrealistic,2,0,0,2,2,true,true,unusual,true,unrealistic,unrealistic,unrealistic,0,do not use,bad quality,3,0
61d05bfcbf56362b3e90d4e1,CAF02,2022-01-01T13:49:30.000Z,2022-01-01T13:50:00.000Z,T30cm,47.78,VW90cm,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,47.78,,,,,01/01/2022,14:49:30,unusual,0,0,2,0,2,true,true,unrealistic,true,unrealistic,unrealistic,unrealistic,0,do not use,bad quality,2,0
61d05bfebf56362b3e90d4e2,CAF01,2022-01-01T13:48:30.000Z,2022-01-01T13:49:00.000Z,T60cm,3.01,VW90cm,0.24,T60cm,36.96,T120cm,34.66,VW120cm,0.82,T90cm,1.67,VW120cm,,VW150cm,0.85,T150cm,34.81,T60cm,24.94,T120cm,0.4,T30cm,14.29,T60cm,0.71,VW90cm,0.02,VW150cm,0.89,T30cm,33.33,T120cm,40.38,T150cm,44.24,VW30cm,0.44,VW90cm,0.24,VW30cm,0.51,T120cm,38.74,VW150cm,0.12,T90cm,47.42,VW90cm,0.3,T60cm,25.79,T120cm,39.08,VW150cm,0.84,VW60cm,0.74,VW150cm,0.84,T30cm,12.42,VW30cm,0.59,VW30cm,0.35,VW150cm,0.62,T30cm,25.72,VW30cm,0.85,T60cm,21.57,VW90cm,0.18,T150cm,11.03,T30cm,19.03,VW60cm,0.55,VW120cm,,T120cm,35.47,T30cm,7.98,VW60cm,0.69,VW120cm,0.21,VW90cm,0.29,T90cm,48.75,T120cm,13.22,T90cm,20.84,T30cm,10.24,T60cm,2.16,VW30cm,0.59,VW120cm,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,0.555,0.66,0.21166666666666667,,0.6933333333333332,17.572857142857142,16.448571428571427,29.67,28.849999999999998,30.02666666666667,01/01/2022,14:48:30,realistic,2,2,2,2,2,true,true,realistic,true,unrealistic,realistic,realistic,60,use,enough quality,5,1
61d05bfebf56362b3e90d4e3,CAF01,2022-01-01T13:49:00.000Z,2022-01-01T13:49:30.000Z,VW90cm,0.0,VW120cm,0.28,T30cm,18.33,VW60cm,0.09,T30cm,26.6,VW90cm,0.16,VW90cm,,VW30cm,0.49,VW30cm,0.33,VW120cm,0.41,T120cm,18.68,T90cm,33.0,T30cm,2.73,T60cm,0.54,T60cm,37.97,T150cm,34.82,VW30cm,0.17,VW120cm,0.74,T90cm,36.91,T90cm,28.24,T30cm,40.24,VW150cm,0.41,VW30cm,0.9,VW150cm,0.22,T30cm,,T90cm,2.58,VW90cm,0.13,VW30cm,0.51,T30cm,0.07,VW90cm,0.06,T60cm,3.83,VW30cm,0.65,T90cm,48.22,VW90cm,0.45,T90cm,21.43,T30cm,20.47,VW60cm,0.06,VW120cm,0.1,T60cm,48.6,VW60cm,0.54,T30cm,16.13,T60cm,34.71,VW60cm,0.55,VW90cm,0.7,T60cm,6.9,VW30cm,0.91,T150cm,48.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5657142857142857,0.31000000000000005,,0.3825,0.315,,22.09166666666667,28.396666666666665,18.68,41.425,01/01/2022,14:49:00,unrealistic,2,2,2,2,2,true,true,realistic,true,realistic,unrealistic,realistic,40,do not use,bad quality,5,0
61d05bfebf56362b3e90d4e4,CAF05,2022-01-01T13:49:30.000Z,2022-01-01T13:50:00.000Z,VW120cm,0.56,T60cm,15.38,T150cm,38.34,VW90cm,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.56,,,15.38,,,38.34,01/01/2022,14:49:30,unrealistic,2,2,2,2,0,true,true,unrealistic,true,unrealistic,unusual,unrealistic,0,do not use,bad quality,4,1
61d05c02bf56362b3e90d4e5,CAF04,2022-01-01T13:49:30.000Z,2022-01-01T13:50:00.000Z,VW30cm,0.75,VW150cm,0.08,VW30cm,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,,,,0.08,,,,,,01/01/2022,14:49:30,unusual,2,0,0,0,2,true,true,unrealistic,true,unrealistic,unrealistic,unrealistic,0,do not use,bad quality,2,0
61d05c09bf56362b3e90d4e7,CAF02,2022-01-01T13:48:30.000Z,2022-01-01T13:49:00.000Z,T30cm,35.92,T90cm,6.92,T60cm,48.15,T120cm,12.74,VW30cm,0.98,T120cm,16.27,VW60cm,0.55,T60cm,44.12,VW120cm,0.95,VW30cm,0.22,VW150cm,0.58,T30cm,45.84,T60cm,37.72,T60cm,30.81,T150cm,15.48,T120cm,33.08,T30cm,5.33,T90cm,9.38,T150cm,44.09,T150cm,30.95,T60cm,7.21,VW150cm,0.84,T30cm,30.15,T120cm,20.81,T30cm,33.94,VW90cm,0.6,VW60cm,0.98,T90cm,42.95,VW30cm,0.02,VW120cm,0.53,VW30cm,0.06,T60cm,12.83,VW150cm,0.03,VW60cm,0.25,VW60cm,0.73,T30cm,4.01,VW120cm,0.86,T60cm,28.38,VW90cm,,T90cm,7.79,VW150cm,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.6275,,0.7799999999999999,0.585,25.865,29.88857142857143,16.76,20.724999999999998,30.173333333333336,01/01/2022,14:48:30,realistic,2,2,2,2,2,true,true,realistic,true,unusual,unrealistic,realistic,40,do not use,bad quality,5,1
61d05c0bbf56362b3e90d4e8,CAF02,2022-01-01T13:49:00.000Z,2022-01-01T13:49:30.000Z,VW30cm,0.01,VW60cm,0.69,VW120cm,0.85,VW30cm,0.11,VW150cm,0.67,VW60cm,0.72,T30cm,22.98,VW60cm,0.47,T60cm,18.28,T30cm,7.26,T60cm,15.88,VW90cm,0.54,VW30cm,0.37,VW30cm,0.69,T30cm,36.01,T60cm,9.97,VW120cm,0.68,T150cm,40.4,T60cm,30.8,VW90cm,0.08,VW150cm,0.65,T90cm,15.13,VW30cm,0.76,T120cm,43.97,T120cm,15.86,T60cm,11.5,VW120cm,0.66,VW150cm,0.32,VW120cm,0.74,VW60cm,0.06,VW30cm,0.6,VW30cm,0.1,T60cm,39.74,T60cm,18.12,VW30cm,0.11,T90cm,17.86,VW120cm,0.92,T90cm,12.67,T30cm,30.71,T150cm,4.84,T90cm,1.57,VW60cm,0.06,T120cm,33.82,VW90cm,0.21,T30cm,23.26,T60cm,38.86,T150cm,2.72,T60cm,36.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34375,0.4,0.27666666666666667,0.7699999999999999,0.5466666666666667,24.044000000000004,24.441111111111113,11.807500000000001,31.21666666666667,15.986666666666665,01/01/2022,14:49:00,realistic,2,2,2,2,2,true,true,realistic,true,unusual,realistic,realistic,60,use,enough quality,5,0
61d05c0dbf56362b3e90d4e9,CAF04,2022-01-01T13:48:30.000Z,2022-01-01T13:49:00.000Z,T120cm,10.96,VW150cm,0.44,VW30cm,0.7,VW120cm,0.77,VW90cm,0.25,VW60cm,0.06,VW150cm,0.03,T60cm,10.04,VW30cm,0.14,T30cm,43.7,T90cm,49.1,VW60cm,0.22,VW30cm,0.74,T30cm,11.89,VW30cm,0.9,VW90cm,0.53,VW60cm,0.18,VW150cm,0.56,VW120cm,0.35,VW30cm,0.62,VW60cm,0.22,VW120cm,0.28,VW60cm,0.12,VW30cm,0.08,VW120cm,0.35,T60cm,40.35,VW120cm,0.51,VW60cm,0.67,T120cm,17.35,VW30cm,0.33,VW120cm,0.91,T60cm,27.03,T60cm,38.44,T30cm,1.79,VW120cm,0.49,VW90cm,0.54,VW60cm,0.28,T120cm,9.57,T120cm,25.74,T30cm,41.85,VW150cm,0.55,T60cm,43.36,VW120cm,0.39,T90cm,32.68,VW60cm,0.06,T30cm,12.89,T150cm,33.59,T60cm,46.59,VW150cm,0.55,VW30cm,0.96,T30cm,49.15,VW30cm,0.32,VW120cm,0.91,VW60cm,0.79,T60cm,36.09,T120cm,17.8,VW30cm,0.23,VW30cm,0.94,VW60cm,,T120cm,48.56,,,,,,,,,,,,,,,0.5418181818181819,,0.44,0.5511111111111111,0.426,26.878333333333334,34.55714285714286,40.89,21.663333333333338,33.59,01/01/2022,14:48:30,realistic,2,2,2,2,2,true,true,realistic,true,realistic,realistic,unrealistic,60,use,enough quality,5,1
